Date received,Tag,Consumer Claim,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
10/02/2013,Credit card,,,JPMORGAN CHASE & CO.,TX,75204,,,Web,10/02/2013,Closed with explanation,Yes,No,551229
06/18/2013,Credit reporting,,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MN,55124,Older American,,Web,06/18/2013,Closed with explanation,Yes,No,435618
02/02/2017,Credit reporting,I have contacted XXXX XXXX and Experian multiple times to reports multiple inquiries on my accounts are not mine and not authorized. To no positive outcome they keep telling me there is nothing they can do. This issue is deeply affecting my credit and is unfair to me. I would like for these unauthorized inquiries be removed.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,770XX,,Consent provided,Web,02/02/2017,Closed with explanation,Yes,No,2324051
12/20/2016,Debt collection,,,"Dorough & Dorough, LLC",GA,30302,,Consent not provided,Web,12/20/2016,Untimely response,No,No,2258025
02/21/2013,Credit reporting,,,Experian Information Solutions Inc.,WY,82001,,,Web,02/22/2013,Closed with explanation,Yes,No,325114
02/11/2019,Credit card or prepaid card,,,CAPITAL ONE FINANCIAL CORPORATION,WI,532XX,,,Web,02/12/2019,Closed with non-monetary relief,Yes,,3149024
06/08/2017,"Credit reporting, credit repair services, or other personal consumer reports",this reporting agency refuse to send validating paperwork on on how they verified the account. XXXX XXXX account # XXXX. have not received proper documentation on properly validation the accont is mine,,"EQUIFAX, INC.",TX,,,Consent provided,Web,06/08/2017,Closed with explanation,Yes,,2503686
01/05/2018,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AZ,85202,,Consent not provided,Web,01/05/2018,Closed with explanation,Yes,,2772927
08/15/2017,Credit card or prepaid card,"I have a Wal-Mart credit account with Synchrony Bank. I went on an unpaid medical leave from work in XXXX, 2017, and lost my job in XXXX. I have filed an XXXX claim that is currently in appeal, and I have no income. I 've been making small payments here and there when I can, but with no income, that 's not very frequently. I 've answered their calls and explained my circumstances several times. They 've gone back over old account notes and confirmed my information and situation numerous times. Recently the calls have become harassing and accusatory. They ask why I do n't have a new job, when do I think I might be able to become a productive member of the workforce again, do I have friends or family I can hit up to pay my bills, etc. I 've made it clear that I will resume normal payments as soon as I can, and if they look back over my account they can see I never missed payments while I was employed. They have threatened to send the account to collectors hoping to scare some money out of me. I explain that I understand it 's their job to try to get me to pay, but I ca n't pay with no money and I understand if they have to send the account to collectors. For about a week now, I 've been getting calls from them every few hours every day.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,AZ,857XX,Servicemember,Consent provided,Web,08/15/2017,Closed with non-monetary relief,Yes,,2612346
05/08/2018,"Credit reporting, credit repair services, or other personal consumer reports",,,"EQUIFAX, INC.",TX,77479,,Consent not provided,Web,05/08/2018,Closed with non-monetary relief,Yes,,2900153
05/07/2015,Bank account or service,,Company chooses not to provide a public response,U.S. BANCORP,CA,91977,,,Phone,05/11/2015,Closed with explanation,Yes,No,1366005
05/16/2015,Credit reporting,,Company chooses not to provide a public response,Experian Information Solutions Inc.,CA,91766,,Consent not provided,Web,06/01/2015,Closed with explanation,Yes,No,1379361
09/13/2013,Mortgage,,,JPMORGAN CHASE & CO.,FL,32703,,,Referral,09/13/2013,Closed,Yes,No,526695
11/24/2015,Mortgage,,,OCWEN LOAN SERVICING LLC,FL,32746,Older American,,Phone,12/01/2015,Closed with explanation,Yes,No,1670048
01/02/2015,Student loan,,,"Navient Solutions, LLC.",TX,76137,,,Web,01/08/2015,Closed with monetary relief,Yes,No,1178871
03/22/2019,Checking or savings account,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CADENCE BANCORPORATION,FL,339XX,,,Referral,03/27/2019,Closed with explanation,Yes,,3189885
10/22/2018,"Credit reporting, credit repair services, or other personal consumer reports",,,FACTUAL DATA CORP.,NY,14624,,Consent not provided,Web,10/22/2018,Closed with explanation,Yes,,3053350
12/03/2015,Credit card,"This is a complaint against American Express, for several reasons to cite :1 - discrimination. 
2 - Disrespect. 
4 -XXXX promotional information on their services. 
This is a card unicamnete service for people to demonstrate for them and demonstrable revenue soaring with the IRS and bank intuciones. 
My case is as follows my will approved me a gold card services one week after use without warning decided to block the card because they believed that there was a fraud, go MADE ME shame to waste my time and do not value them, go to a bank where I have account, receive a fax from them and having to send all the documentation needed to verify my identity, from XXXX passport and driver 's license to test direction and these had to be notarized by the banking agent, because their views could be false and fax sent from the Bank. Disrespect, discrimination. 
However continue gave them the requirements, but as this was insufficient for them, the second week demanded me I had to pay off the card because he had reached the limit of what they can spend and consider that if he did not in my 3 days block serious card. 
Break the rules, the monthly payment is not quinsenal. Liars. Mislead consumers with their promotions. 
OK. I made a payment within a month to avoid interruption, now I block the card because they need to check with the IRS if I make money or not, because they do not feel that I will be able to assume this responsibility. Disrespect again. n a nutshell is XXXX alerts to me say I can not be part of its elite because I have no money according to them, discrimination, and as the only way they know if I have money is figuring out my life with the IRS",,AMERICAN EXPRESS COMPANY,FL,331XX,,Consent provided,Web,12/03/2015,Closed with explanation,Yes,No,1680972
06/01/2018,Debt collection,"On XX/XX/XXXX at XXXX XXXX  I was served with papers from XXXX XXXX   XXXX, XXXX on the 2nd page of the summons it states prayer amount ... What is a prayer amount? then it shows a statement from XX/XX/XXXX-XX/XX/XXXX then another one from now-XX/XX/XXXX where are all my statements in between those months? they keep sending me letters to which I respond to and they state I have not. In XX/XX/XXXX I paid all my debts off with trust money due to death of a parent. why is it now portfolio recovery is coming at me 3 years later?",,PORTFOLIO RECOVERY ASSOCIATES INC,CA,917XX,,Consent provided,Web,06/06/2018,Closed with explanation,Yes,,2923697
07/26/2012,Mortgage,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",KS,664XX,Servicemember,,Web,07/26/2012,Closed with explanation,Yes,Yes,124404
11/04/2017,"Credit reporting, credit repair services, or other personal consumer reports","Wrong address on credit report. I have never lived in XXXX XXXX, KY.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IN,,,Consent provided,Web,11/04/2017,Closed with non-monetary relief,Yes,,2720791
10/30/2018,Mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,VA,22315,,,Referral,10/31/2018,Closed with explanation,Yes,,3061455
10/29/2013,Debt collection,,,Credit Corp Solutions Inc.,PA,19320,,,Web,10/29/2013,Closed with non-monetary relief,Yes,No,577347
08/29/2017,Debt collection,This debt with XXXX XXXX just appeared on my credit report. It came from XXXX XXXX. The amount is {$800.00}. My identity was used in connection with this debt and I have just become aware of it. Several accounts were set up and used with XXXX XXXX. I do n't owe this debt and it needs to be removed. I have contacted all agencies and informed them of identity theft. The fair solution is to have this removed from my XXXX XXXX and XXXX reports immediately.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,TN,37405,,Consent provided,Web,08/29/2017,Closed with explanation,Yes,,2653219
06/05/2012,Mortgage,,,JPMORGAN CHASE & CO.,NH,03104,,,Referral,06/13/2012,Closed with explanation,Yes,No,94952
09/22/2017,"Money transfer, virtual currency, or money service",,,"WESTERN UNION COMPANY, THE",TX,76112,,,Phone,09/26/2017,Closed with explanation,Yes,,2682382
01/24/2015,Bank account or service,,,WELLS FARGO & COMPANY,GA,305XX,,,Web,01/24/2015,Closed with monetary relief,Yes,Yes,1208014
04/11/2017,Credit card,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",PA,152XX,,Consent not provided,Web,04/11/2017,Closed with monetary relief,Yes,No,2429439
